index,original,date,input,output
994,10529,2019,Hamburger Abendblatt is owned by <extra_id_0>.,<extra_id_0> Funke Mediengruppe <extra_id_1>
995,10540,2019,Rabbit is owned by <extra_id_0>.,<extra_id_0> Steven A. Cohen <extra_id_1>
996,10551,2019,Mountain Studios is owned by <extra_id_0>.,<extra_id_0> Mercury Phoenix Trust <extra_id_1>
997,10562,2019,Wells Fargo Center is owned by <extra_id_0>.,<extra_id_0> Ivanhoe Cambridge <extra_id_1>
998,10573,2019,Eastern Acoustic Works is owned by <extra_id_0>.,<extra_id_0> RCF <extra_id_1>
999,10582,2019,Fox Mobile Entertainment is owned by <extra_id_0>.,<extra_id_0> Freenet AG <extra_id_1>
1000,10592,2019,Match! Game is owned by <extra_id_0>.,<extra_id_0> Gazprom-Media <extra_id_1>
1001,10603,2019,Angaston Power Station is owned by <extra_id_0>.,<extra_id_0> Snowy Hydro <extra_id_1>
1002,10614,2019,Portrait of Professor Benjamin H. Rand is owned by <extra_id_0>.,<extra_id_0> Crystal Bridges Museum of American Art <extra_id_1>
1003,10625,2019,Linha do Sul is owned by <extra_id_0>.,<extra_id_0> Infrastructures of Portugal <extra_id_1>
1004,10636,2019,Linha do Oeste is owned by <extra_id_0>.,<extra_id_0> Infrastructures of Portugal <extra_id_1>
1005,10647,2019,Dothan Eagle is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
1006,10658,2019,Leixões railway line is owned by <extra_id_0>.,<extra_id_0> Infrastructures of Portugal <extra_id_1>
1007,10669,2019,Danville Register & Bee is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
1008,10680,2019,Ramal de Braga is owned by <extra_id_0>.,<extra_id_0> Infrastructures of Portugal <extra_id_1>
1009,10691,2019,Kevitsa mine is owned by <extra_id_0>.,<extra_id_0> Boliden AB <extra_id_1>
